sweep,run_id,key,value
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.IPS[0].match_dates	6 items, sha f7a87904"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.IPS[0].note	enters at round two
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.IPS[0].start_date	2026-08-26
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LEE[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.LEE[0].match_dates	6 items, sha f7a87904"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LEE[0].note	enters at round two
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LEE[0].start_date	2026-08-26
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LIV[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.LIV[0].match_dates	5 items, sha 3f0a0705"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LIV[0].note	enters at round three as a European qualifier
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.LIV[0].start_date	2026-09-15
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MCI[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.MCI[0].match_dates	5 items, sha 3f0a0705"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MCI[0].note	enters at round three as a European qualifier
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MCI[0].start_date	2026-09-15
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MUN[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.MUN[0].match_dates	5 items, sha 3f0a0705"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MUN[0].note	enters at round three as a European qualifier
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.MUN[0].start_date	2026-09-15
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NEW[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.NEW[0].match_dates	6 items, sha f7a87904"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NEW[0].note	enters at round two
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NEW[0].start_date	2026-08-26
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NFO[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.NFO[0].match_dates	6 items, sha f7a87904"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NFO[0].note	enters at round two
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.NFO[0].start_date	2026-08-26
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.SUN[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.SUN[0].match_dates	5 items, sha 3f0a0705"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.SUN[0].note	enters at round three as a European qualifier
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.SUN[0].start_date	2026-09-15
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.TOT[0].competition	League Cup
bonusweight#1,1787958271-3930594,constant,"congestion.domestic_cup_campaigns.TOT[0].match_dates	6 items, sha f7a87904"
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.TOT[0].note	enters at round two
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_campaigns.TOT[0].start_date	2026-08-26
bonusweight#1,1787958271-3930594,constant,congestion.domestic_cup_penalty	1
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.ARS[0].competition	UCL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.ARS[0].start_date	2026-09-08
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.AVL[0].competition	UCL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.AVL[0].start_date	2026-09-08
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BHA[0].competition	UECL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BHA[0].end_date	2026-08-27
bonusweight#1,1787958271-3930594,constant,"congestion.european_campaigns.BHA[0].match_dates	2 items, sha 488b402a"
bonusweight#1,1787958271-3930594,constant,"congestion.european_campaigns.BHA[0].note	play-off round, two legs; progression not yet known"
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BHA[0].start_date	2026-08-20
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BHA[1].competition	UECL
bonusweight#1,1787958271-3930594,constant,"congestion.european_campaigns.BHA[1].note	league phase, conditional on winning the play-off"
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BHA[1].start_date	2026-10-15
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BOU[0].competition	UEL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.BOU[0].start_date	2026-09-16
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.CRY[0].competition	UEL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.CRY[0].start_date	2026-09-16
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.LIV[0].competition	UCL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.LIV[0].start_date	2026-09-08
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.MCI[0].competition	UCL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.MCI[0].start_date	2026-09-08
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.MUN[0].competition	UCL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.MUN[0].start_date	2026-09-08
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.SUN[0].competition	UEL
bonusweight#1,1787958271-3930594,constant,congestion.european_campaigns.SUN[0].start_date	2026-09-16
bonusweight#1,1787958271-3930594,constant,congestion.long_haul_penalty	1
bonusweight#1,1787958271-3930594,constant,"congestion.long_haul_regions	2 items, sha 925816c9"
bonusweight#1,1787958271-3930594,constant,congestion.post_break_penalty	1
bonusweight#1,1787958271-3930594,constant,"congestion.regular_international_regions	5 items, sha 99456437"
bonusweight#1,1787958271-3930594,constant,congestion.short_rest_penalty	1
bonusweight#1,1787958271-3930594,constant,congestion.status_last_verified	2026-08-17
bonusweight#1,1787958271-3930594,constant,congestion.ucl_penalty	1
bonusweight#1,1787958271-3930594,constant,congestion.uecl_penalty	1
bonusweight#1,1787958271-3930594,constant,congestion.uel_penalty	1
bonusweight#1,1787958271-3930594,constant,congestion.very_short_rest_penalty	1
bonusweight#1,1787958271-3930594,constant,review_policy.always_act_on_ruled_out_starter	true
bonusweight#1,1787958271-3930594,constant,review_policy.anticipate_chips	false
bonusweight#1,1787958271-3930594,constant,review_policy.bank_transfers_lookahead	true
bonusweight#1,1787958271-3930594,constant,review_policy.bank_transfers_up_to	5
bonusweight#1,1787958271-3930594,constant,review_policy.early_floor.free_transfer_value	1
bonusweight#1,1787958271-3930594,constant,review_policy.early_floor.min_gain_for_free_transfer	0.2
bonusweight#1,1787958271-3930594,constant,review_policy.early_floor.until_gameweek	8
bonusweight#1,1787958271-3930594,constant,review_policy.free_transfer_value	2
bonusweight#1,1787958271-3930594,constant,review_policy.max_hits_ceiling	1
bonusweight#1,1787958271-3930594,constant,review_policy.max_hits_per_week	1
bonusweight#1,1787958271-3930594,constant,review_policy.min_gain_for_free_transfer	0.4
bonusweight#1,1787958271-3930594,constant,review_policy.min_net_gain_for_minus_4	3
bonusweight#1,1787958271-3930594,constant,review_policy.min_separable_gain	0.41
bonusweight#1,1787958271-3930594,constant,review_policy.prepare_squad_for_chips	false
bonusweight#1,1787958271-3930594,constant,"review_policy.rules	8 items, sha ead95ae5"
bonusweight#1,1787958271-3930594,constant,review_policy.scheduled_run_lead_hours	6
bonusweight#1,1787958271-3930594,constant,"role_risk.confirmed_starters	4 items, sha 0a0f53ae"
bonusweight#1,1787958271-3930594,constant,"role_risk.new_coach_clubs	10 items, sha 3abb2b37"
bonusweight#1,1787958271-3930594,constant,role_risk.new_coach_gameweeks	6
bonusweight#1,1787958271-3930594,constant,role_risk.new_coach_penalty	1
bonusweight#1,1787958271-3930594,constant,role_risk.new_signing_gameweeks	5
bonusweight#1,1787958271-3930594,constant,role_risk.new_signing_penalty	0.88
bonusweight#1,1787958271-3930594,constant,weights.band_strength	0
bonusweight#1,1787958271-3930594,constant,weights.bench_weight	0.1
bonusweight#1,1787958271-3930594,constant,weights.blank_run_penalty	0.75
bonusweight#1,1787958271-3930594,constant,weights.blend_minutes_k	5
bonusweight#1,1787958271-3930594,constant,weights.blend_rate_k	8
bonusweight#1,1787958271-3930594,constant,weights.bonus_prior_weight	0.5
bonusweight#1,1787958271-3930594,constant,weights.bonus_weight	1.5
bonusweight#1,1787958271-3930594,constant,weights.defcon_clean_coupling	0.3
bonusweight#1,1787958271-3930594,constant,weights.fixture_horizon	5
bonusweight#1,1787958271-3930594,constant,weights.fixture_weight	0.65
bonusweight#1,1787958271-3930594,constant,weights.league_shrink_k	8
bonusweight#1,1787958271-3930594,constant,weights.minutes_half_life	4
bonusweight#1,1787958271-3930594,constant,weights.minutes_weight	1
bonusweight#1,1787958271-3930594,constant,weights.minutes_weight_by_position.DEF	1
bonusweight#1,1787958271-3930594,constant,weights.minutes_weight_by_position.FWD	1
bonusweight#1,1787958271-3930594,constant,weights.minutes_weight_by_position.GKP	1
bonusweight#1,1787958271-3930594,constant,weights.minutes_weight_by_position.MID	0.75
bonusweight#1,1787958271-3930594,constant,weights.price_minutes_prior	0
bonusweight#1,1787958271-3930594,constant,weights.prior_half_life	0
bonusweight#1,1787958271-3930594,constant,weights.rate_half_life	0
bonusweight#1,1787958271-3930594,constant,weights.rest_gameweeks	2
bonusweight#1,1787958271-3930594,constant,weights.rest_minutes_factor	0.83
bonusweight#1,1787958271-3930594,constant,"weights.rest_players	17 items, sha 98db8aaa"
bonusweight#1,1787958271-3930594,constant,weights.rest_regions	[] (empty)
bonusweight#1,1787958271-3930594,constant,weights.set_piece_weight	0
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[0].matches	6
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[0].name	AFCON 2025 — Senegal (winners)
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[0].players	4 items, sha bd8f6665"
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[1].matches	6
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[1].name	AFCON 2025 — Nigeria (third place)
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[1].players	3 items, sha e65e3ff8"
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[2].matches	6
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[2].name	AFCON 2025 — Morocco (hosts, semi-finalists)"
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[2].players	4 items, sha a13bd6b5"
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[3].matches	6
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[3].name	AFCON 2025 — Egypt (semi-finalists)
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[3].players	1 items, sha b6bd732f"
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[4].matches	5
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[4].name	AFCON 2025 — Ivory Coast (quarter-finalists)
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[4].players	4 items, sha 9ed65187"
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[5].matches	3
bonusweight#1,1787958271-3930594,constant,weights.tournament_absences[5].name	AFCON 2025 — group and last-16 exits
bonusweight#1,1787958271-3930594,constant,"weights.tournament_absences[5].players	4 items, sha 52033c1b"
bonusweight#1,1787958271-3930594,constant,weights.unknown_prior_share	1
bonusweight#1,1787958271-3930594,watched_digest,b17cc756e0a9cc36f5b3af1ce99dfac36e71a5c5b251958b2bc7e9a6ab3a43cc
bonusweight#1,1787958271-3930594,watched_path,config.json	cd2a6f289eafd7b9ff596d3b69f76b958bbb942bfe160bc41ae651f6c2fef969
bonusweight#1,1787958271-3930594,watched_path,internal/analysis	eb3e69c6416a84a900d11ccd5570a6d2600ad084918f717ce0ac29a007f7b446
bonusweight#1,1787958271-3930594,watched_path,internal/backtest	bcffbff726fa1f4e63042c928dcff08d068e6f738e6fe60542c90df55098ad2e
bonusweight#1,1787958271-3930594,watched_path,internal/config	e27867459fff8cca5ae0bead1d9de331d5e6d86f061d26478ecd5498d1aeb270
